"Country","Day","Confirmed"
"Croatia",-4.68405063291139,12
"Switzerland",-4.68405063291139,268
"Georgia",-5.68405063291139,4
"Greece",-5.68405063291139,46
"North Macedonia",-5.68405063291139,3
"Norway",-5.68405063291139,147
"Pakistan",-5.68405063291139,6
"Romania",-5.68405063291139,9
"Denmark",-6.68405063291139,23
"Estonia",-6.68405063291139,10
"Netherlands",-6.68405063291139,188
"San Marino",-6.68405063291139,23
"Belarus",-7.68405063291139,6
"Iceland",-7.68405063291139,50
"Lithuania",-7.68405063291139,1
"New Zealand",-7.68405063291139,5
"Nigeria",-7.68405063291139,1
"Ireland",-8.68405063291139,18
"Luxembourg",-8.68405063291139,2
"Monaco",-8.68405063291139,1
"Qatar",-8.68405063291139,8
"Armenia",-9.68405063291139,1
"Azerbaijan",-9.68405063291139,9
"Czech Republic",-9.68405063291139,19
"Dominican Republic",-9.68405063291139,2
"Ecuador",-9.68405063291139,13
"Andorra",-10.6840506329114,1
"Indonesia",-10.6840506329114,4
"Latvia",-10.6840506329114,1
"Morocco",-10.6840506329114,2
"Portugal",-10.6840506329114,20
"Saudi Arabia",-10.6840506329114,5
"Senegal",-10.6840506329114,4
"Argentina",-11.6840506329114,8
"Chile",-11.6840506329114,4
"Jordan",-11.6840506329114,1
"Ukraine",-11.6840506329114,1
"Faroe Islands",-12.6840506329114,1
"Gibraltar",-12.6840506329114,1
"Hungary",-12.6840506329114,4
"Liechtenstein",-12.6840506329114,1
"Poland",-12.6840506329114,5
"Saint Barthelemy",-12.6840506329114,3
"Tunisia",-12.6840506329114,1
"Bosnia and Herzegovina",-13.6840506329114,3
"Palestine",-13.6840506329114,22
"Slovenia",-13.6840506329114,7
"South Africa",-13.6840506329114,1
"Bhutan",-14.6840506329114,1
"Cameroon",-14.6840506329114,1
"Costa Rica",-14.6840506329114,1
"Peru",-14.6840506329114,1
"Serbia",-14.6840506329114,1
"Slovakia",-14.6840506329114,1
"Togo",-14.6840506329114,1
"Vatican City",-14.6840506329114,1
"French Guiana",-15.6840506329114,5
"Malta",-15.6840506329114,3
"Martinique",-15.6840506329114,2
"Hong Kong",29.3159493670886,114
"Japan",30.3159493670886,502
"Macau",30.3159493670886,10
"Mainland China",30.3159493670886,80699
"South Korea",30.3159493670886,7314
"Taiwan",30.3159493670886,45
"Thailand",30.3159493670886,50
"US",30.3159493670886,537
"Australia",27.3159493670886,76
"Brazil",-4.68405063291139,20
"Colombia",-13.6840506329114,1
"Malaysia",27.3159493670886,99
"Mexico",-6.68405063291139,7
"Philippines",22.3159493670886,10
"Singapore",29.3159493670886,150
"Vietnam",29.3159493670886,30
"France",28.3159493670886,1126
"Nepal",27.3159493670886,1
"Canada",26.3159493670886,64
"Cambodia",25.3159493670886,2
"Sri Lanka",25.3159493670886,1
"Germany",24.3159493670886,1040
"Finland",23.3159493670886,23
"United Arab Emirates",23.3159493670886,45
"India",22.3159493670886,39
"Italy",21.3159493670886,7375
"Russia",21.3159493670886,17
"Sweden",21.3159493670886,203
"UK",21.3159493670886,273
"Spain",20.3159493670886,673
"Belgium",17.3159493670886,200
"Others",14.3159493670886,696
"Egypt",7.31594936708861,49
"Iran",2.31594936708861,6566
"Israel",0.315949367088606,39
"Lebanon",0.315949367088606,32
"Iraq",-2.68405063291139,60
"Afghanistan",-2.68405063291139,4
"Bahrain",-2.68405063291139,85
"Kuwait",-2.68405063291139,64
"Oman",-2.68405063291139,16
"Algeria",-3.68405063291139,19
"Austria",-3.68405063291139,104
"Croatia",-3.68405063291139,12
"Switzerland",-3.68405063291139,337
"Georgia",-4.68405063291139,13
"Greece",-4.68405063291139,73
"North Macedonia",-4.68405063291139,3
"Norway",-4.68405063291139,176
"Pakistan",-4.68405063291139,6
"Romania",-4.68405063291139,15
"Denmark",-5.68405063291139,35
"Estonia",-5.68405063291139,10
"Netherlands",-5.68405063291139,265
"San Marino",-5.68405063291139,36
"Belarus",-6.68405063291139,6
"Iceland",-6.68405063291139,50
"Lithuania",-6.68405063291139,1
"New Zealand",-6.68405063291139,5
"Nigeria",-6.68405063291139,1
"Ireland",-7.68405063291139,19
"Luxembourg",-7.68405063291139,3
"Monaco",-7.68405063291139,1
"Qatar",-7.68405063291139,15
"Armenia",-8.68405063291139,1
"Azerbaijan",-8.68405063291139,9
"Czech Republic",-8.68405063291139,31
"Dominican Republic",-8.68405063291139,5
"Ecuador",-8.68405063291139,14
"Andorra",-9.68405063291139,1
"Indonesia",-9.68405063291139,6
"Latvia",-9.68405063291139,2
"Morocco",-9.68405063291139,2
"Portugal",-9.68405063291139,30
"Saudi Arabia",-9.68405063291139,11
"Senegal",-9.68405063291139,4
"Argentina",-10.6840506329114,12
"Chile",-10.6840506329114,8
"Jordan",-10.6840506329114,1
"Ukraine",-10.6840506329114,1
"Faroe Islands",-11.6840506329114,2
"Gibraltar",-11.6840506329114,1
"Hungary",-11.6840506329114,7
"Liechtenstein",-11.6840506329114,1
"Poland",-11.6840506329114,11
"Saint Barthelemy",-11.6840506329114,3
"Tunisia",-11.6840506329114,2
"Bosnia and Herzegovina",-12.6840506329114,3
"Palestine",-12.6840506329114,22
"Slovenia",-12.6840506329114,16
"South Africa",-12.6840506329114,3
"Bhutan",-13.6840506329114,1
"Cameroon",-13.6840506329114,2
"Costa Rica",-13.6840506329114,5
"Peru",-13.6840506329114,6
"Serbia",-13.6840506329114,1
"Slovakia",-13.6840506329114,3
"Togo",-13.6840506329114,1
"Vatican City",-13.6840506329114,1
"French Guiana",-14.6840506329114,5
"Malta",-14.6840506329114,3
"Martinique",-14.6840506329114,2
"Bangladesh",-15.6840506329114,3
"Bulgaria",-15.6840506329114,4
"Maldives",-15.6840506329114,4
"Moldova",-15.6840506329114,1
"Paraguay",-15.6840506329114,1
"Republic of Ireland",-15.6840506329114,21
"Hong Kong",30.3159493670886,115
"Japan",31.3159493670886,511
"Macau",31.3159493670886,10
"Mainland China",31.3159493670886,80735
"South Korea",31.3159493670886,7478
"Taiwan",31.3159493670886,45
"Thailand",31.3159493670886,50
"US",31.3159493670886,605
"Australia",28.3159493670886,91
"Brazil",-3.68405063291139,25
"Colombia",-12.6840506329114,1
"Malaysia",28.3159493670886,117
"Mexico",-5.68405063291139,7
"Philippines",23.3159493670886,20
"Singapore",30.3159493670886,150
"Vietnam",30.3159493670886,30
"France",29.3159493670886,1209
"Nepal",28.3159493670886,1
"Canada",27.3159493670886,76
"Cambodia",26.3159493670886,2
"Sri Lanka",26.3159493670886,1
"Germany",25.3159493670886,1176
"Finland",24.3159493670886,30
"United Arab Emirates",24.3159493670886,45
"India",23.3159493670886,43
"Italy",22.3159493670886,9172
"Russia",22.3159493670886,17
"Sweden",22.3159493670886,248
"UK",22.3159493670886,321
"Spain",21.3159493670886,1073
"Belgium",18.3159493670886,239
"Others",15.3159493670886,696
"Egypt",8.31594936708861,55
"Iran",3.31594936708861,7161
"Israel",1.31594936708861,39
"Lebanon",1.31594936708861,32
"Iraq",-1.68405063291139,60
"Afghanistan",-1.68405063291139,4
"Bahrain",-1.68405063291139,95
"Kuwait",-1.68405063291139,64
"Oman",-1.68405063291139,16
"Algeria",-2.68405063291139,20
"Austria",-2.68405063291139,131
"Croatia",-2.68405063291139,12
"Switzerland",-2.68405063291139,374
"Georgia",-3.68405063291139,15
"Greece",-3.68405063291139,73
"North Macedonia",-3.68405063291139,3
"Norway",-3.68405063291139,205
"Pakistan",-3.68405063291139,6
"Romania",-3.68405063291139,15
"Denmark",-4.68405063291139,90
"Estonia",-4.68405063291139,10
"Netherlands",-4.68405063291139,321
"San Marino",-4.68405063291139,36
"Belarus",-5.68405063291139,6
"Iceland",-5.68405063291139,58
"Lithuania",-5.68405063291139,1
"New Zealand",-5.68405063291139,5
"Nigeria",-5.68405063291139,2
"Ireland",-6.68405063291139,21
"Luxembourg",-6.68405063291139,3
"Monaco",-6.68405063291139,1
"Qatar",-6.68405063291139,18
"Armenia",-7.68405063291139,1
"Azerbaijan",-7.68405063291139,9
"Czech Republic",-7.68405063291139,31
"Dominican Republic",-7.68405063291139,5
"Ecuador",-7.68405063291139,15
"Andorra",-8.68405063291139,1
"Indonesia",-8.68405063291139,19
"Latvia",-8.68405063291139,6
"Morocco",-8.68405063291139,2
"Portugal",-8.68405063291139,30
"Saudi Arabia",-8.68405063291139,15
"Senegal",-8.68405063291139,4
"Argentina",-9.68405063291139,12
"Chile",-9.68405063291139,8
"Jordan",-9.68405063291139,1
"Ukraine",-9.68405063291139,1
"Faroe Islands",-10.6840506329114,2
"Gibraltar",-10.6840506329114,1
"Hungary",-10.6840506329114,9
"Liechtenstein",-10.6840506329114,1
"Poland",-10.6840506329114,16
"Saint Barthelemy",-10.6840506329114,1
"Tunisia",-10.6840506329114,2
"Bosnia and Herzegovina",-11.6840506329114,3
"Palestine",-11.6840506329114,22
"Slovenia",-11.6840506329114,16
"South Africa",-11.6840506329114,3
"Bhutan",-12.6840506329114,1
"Cameroon",-12.6840506329114,2
"Costa Rica",-12.6840506329114,9
"Peru",-12.6840506329114,7
"Serbia",-12.6840506329114,1
"Slovakia",-12.6840506329114,3
"Togo",-12.6840506329114,1
"Vatican City",-12.6840506329114,1
"French Guiana",-13.6840506329114,5
"Malta",-13.6840506329114,3
"Martinique",-13.6840506329114,2
"Bangladesh",-14.6840506329114,3
"Bulgaria",-14.6840506329114,4
"Maldives",-14.6840506329114,4
"Moldova",-14.6840506329114,1
"Paraguay",-14.6840506329114,1
"Albania",-15.6840506329114,2
"Brunei",-15.6840506329114,1
"Cyprus",-15.6840506329114,2
"St. Martin",-15.6840506329114,2
"Mainland China",32.3159493670886,547
"Mainland China",33.3159493670886,639
"Mainland China",34.3159493670886,916
"Mainland China",35.3159493670886,1399
"Mainland China",36.3159493670886,2062
"Mainland China",37.3159493670886,2863
"Mainland China",38.3159493670886,5494
"Mainland China",39.3159493670886,6070
"Mainland China",40.3159493670886,8124
"Mainland China",41.3159493670886,9783
"Mainland China",42.3159493670886,11871
